model,model_type,condition,sentence,lexical_unit,gold_frame,prediction,correct,error_type
flan_t5_small,small_instruction_model,guided,"You 're going to a friend 's for a barbecue on a hot summer 's evening , and you 're walking up the drive and you can smell the barbecue sizzling away .",sizzle,Absorb_heat,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Breakfast of sausage , egg and chips was sizzling over camp-fires .",sizzle,Absorb_heat,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Inside was a lighted wick ; as the metal dish warmed up , the nicotine began to sizzle and give off fumes lethal to red spider mite and aphids .",sizzle,Absorb_heat,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"The torsos sizzle in their own fat , swell and explode . """,sizzle,Absorb_heat,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,She did this now and the spit sizzled on the iron .,sizzle,Absorb_heat,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,The omelette sizzled in the cast-iron pan .,sizzle,Absorb_heat,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,A fire was burning in a black grate which had an oven to the side of it ; a large black kettle was sizzling on the hob .,sizzle,Absorb_heat,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Droplets of coffee sizzled on the hotplate .,sizzle,Absorb_heat,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Similarly , Thatcher provides abundant evidence which shows that while most of the workers made redundant in the industrial sector were men , most of the expansion in the public services was in female employment .",abundant,Abundance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"As far as actual examples of volcanic rocks are concerned , it was mentioned that the most abundant are basalts , which form at mid-ocean ridges , and andesites , which are formed at destructive plate margins .",abundant,Abundance,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"Strangely enough , water birds are most abundant in the Dry Zone .",abundant,Abundance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,One thing becomes clear about large animal size : such creatures must have an abundant supply of food .,abundant,Abundance,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"There is abundant evidence from government and private research which shows quite clearly that manual workers , and particularly the unskilled , are more likely to suffer from both short-term and long-term unemployment than the non-manual groups .",abundant,Abundance,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"In the Mediterranean coral was so abundant and so easily harvested that it never became valuable , at least in the home territory .",abundant,Abundance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"They would n't have to pull in their belts , they would n't have to eke it out and ration themselves because there was n't enough , it was an abundant harvest !",abundant,Abundance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Nevertheless , echo sounding shows that fish are abundant over the entire surface to a depth of at least 30 m .",abundant,Abundance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Until 15 years ago , the frogs were abundant in Northern Australia .",abundant,Abundance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Though several tigers are sometimes found together because , perhaps , prey is particularly abundant in that area , tigers are essentially solitary .",abundant,Abundance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Today , we serve children and families with a multitude of problems : emotional , physical , psychological and sexual abuse .",abuse,Abusing,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"Doug had heard that his wife Danielle had been known to appear at the store with a black eye or other signs of physical abuse , and it was well known that he hated Dempster ; he had frequently said so himself in front of witnesses .",abuse,Abusing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Though the number of cases where a link between HIV/AIDS and child sexual abuse has been made is relatively small , the long-term implications can not be ignored .",abuse,Abusing,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"In the USA some interesting research ( Zuravin and Watson , 1987 ) has been conducted into anonymous reports of child physical abuse , which indicated that reports made by anonymous sources were more likely to be unfounded than reports made by professionals and nonprofessionals .",abuse,Abusing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"No one , either in Orkney or beyond , denies that child abuse exists ; some say that the sexual abuse of children is rife in today 's society .",abuse,Abusing,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,It is indeed very rare for a case of sexual abuse by a teacher to surface publicly .,abuse,Abusing,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,A FULL public inquiry was promised last night into allegations of sexual and physical abuse of children in council care .,abuse,Abusing,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,One girl talked to us about her sexual abuse .,abuse,Abusing,Abounding_with,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"Reports on the armed conflict in the former Yugoslavia , however , suggest not only that rape and the sexual abuse of women have been carried out on a massive scale , but that it has been systematic and organised .",abuse,Abusing,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,Abuse of children has been recognised as an important concern because children are seen to represent the future ; to abuse them is to abuse the future welfare of the nation .,abuse,Abusing,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"The king tried to rally the city to his defence , but failed utterly and withdrew westwards with the Despensers and a few remaining friends .",with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,In March the first Soviet military units began withdrawing with their equipment from Czechoslovakia and Hungary .,with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"He finally withdrew with Rupert and , like him , was at length formally reconciled to the king , being pardoned on 3 April 1646 and created baronet on 11 June .",with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"With his family and friends Doak has pioneered work and communication with dolphins in the wild , interacting with them on their terms , and in their environment .",with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"While I was standing on the lawn with Mame , waiting for another tremor , I noticed that all the earthworms were emerging from the ground and slithering across the lawn !",with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"In the early 1980 s , Libya accelerated its efforts to obtain a longer-range ballistic missile with the al-Fatah , reportedly with a range of 950 km .",with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"When Jesus was born in about 4 b.c. , Joseph and Mary escaped Herod 's paranoia by fleeing into Egypt with the new - born infant .",with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Prosperity has brought with it a new emphasis on historic preservation .,with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"So this is the reality we 're living in al-Anbar in general , and Ramadi in particular , that is the head Sheiks of some tribes , and symbols of the Islamic Party , sat with the Americans in Jordan , and other places , to fight terrorism and its people .",with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"With the help of friends like you , Goodwill has continued to adapt our services to meet the human needs of our changing society .",with,Accompaniment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"They accomplish this task by listening to papers delivered on them and by attending ` pray-ins "" in which they pray to the Implied Reader .",accomplish,Accomplishment,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,Leonie had exactly one hour to accomplish her mission .,accomplish,Accomplishment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"In the past 200 years , America has accomplished feats which took other countries years to achieve .",accomplish,Accomplishment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,In any transient situation there are always institutions and individuals that are able to anticipate the need for change and are sufficiently flexible to be able to accomplish the transition early and in an orderly fashion .,accomplish,Accomplishment,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,You can accomplish much more without any damage to health or mental stability .,accomplish,Accomplishment,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,Indeed very few presidents in the last half century have accomplished much in the way of substantial policy change .,accomplish,Accomplishment,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"Recent and current work demonstrates incontrovertibly that if a child is adept at segmenting heard speech into sub-word constituents before tackling the task of learning to read , this task will be accomplished much more easily .",accomplish,Accomplishment,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"He accomplished much while director of the Metropolitan Museum of Art , but today is apparently content to sit out the art world harbouring bitter memories of what might have been .",accomplish,Accomplishment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Good-nights were exchanged and he left the shop with a feeling of satisfaction , as if a rather difficult task had been successfully accomplished .",accomplish,Accomplishment,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,With some hindsight we began to realise that the design and control of large systems can not be successfully accomplished without exceedingly large quantities of information .,accomplish,Accomplishment,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Wan and red-eyed , and nearly always male , they wore rebel chic regalia and communicated in either a hyperactive babble or a laboured monotone .",regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Tammuz managed to catch Roirbak just as he was making the finishing touches to his evening regalia : black , matt silk suit with thread-wide yellow pinstripe , understated gold adornments , I-Ching earrings .",regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"The faces grinning from the tatty punk regalia looked so depraved and hollow-eyed that I could not bear to think of my American blues friends calling them ` sir "" .",regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Some of them were dressed in Ottoman regalia or Arab dress or even French cavalry uniform , serious-looking young men who -- in the later pictures -- were carrying Lee-Enfield service rifles .",regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Barbarossa 's own depiction shows imperial regalia of orb and sceptre .,regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"` I expect she would laugh her socks off if she found you here in royal regalia ! """,regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,He did so wearing his coral regalia .,regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,The wealth of diamonds incorporated in her regalia reflected the fact that Catherine presided over a realm that for a short period was the world 's leading producer .,regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Aunt Tossie , Mrs Florence Fox-Collier , was Maman 's ( Lady Forester 's ) elder and widowed sister -- widowed for two years but still wearing full mourning regalia .",regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"The New Musical Express , stumbling after the new wave , advertised bells and full hippy regalia , from the people who had brought Beatle jackets to the young .",regalia,Accoutrements,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,This helps stress the need to get the whole approach right if the landings are to be reasonably accurate .,accurate,Accuracy,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,Large samples should permit more accurate estimates of prevalence than smaller studies .,accurate,Accuracy,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"The neolithic builders were highly accurate , curving the stone lintels to follow the circumference of a circle and aligning the stones with the exact positions of the midwinter and midsummer sun .",accurate,Accuracy,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"For further and more accurate identification of meiotic bivalents , or in the interpretation of abnormal configurations , C-banding will be found helpful .",accurate,Accuracy,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Speedy , and with neat control , his shooting was accurate and his use of dead-ball situations intelligent and effective .",accurate,Accuracy,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,It is crucially dependent upon accurate forecasting and the ability of the MAC to deliver the right student numbers in the right field combinations .,accurate,Accuracy,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Another side of Alfieri 's very accurate sense of perception , is his fatalism .",accurate,Accuracy,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,However random access is fast and accurate and VHD is the main rival on the British market to the Active Play laser disc for education and training uses .,accurate,Accuracy,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Bar charts are very versatile and accurate .,accurate,Accuracy,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,Farmers would have to be 100 per cent accurate in the identification system to avoid losing out on premium payments .,accurate,Accuracy,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"In part three next month , we suggest ways of originating your own artwork so that you can design your very own printed circuit boards .",originate,Achieving_first,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Monsieur Nýgre himself , who has originated the idea of sweetmeats of crystallised flowers -- you have seen his shop in this very street -- has supplied the violets . """,originate,Achieving_first,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"In addition it was felt that if regional studios were established as well as transmitters , these would be able to originate their own material for local transmission , which would help redress any cultural imbalance in programming .",originate,Achieving_first,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"He then made a major contribution to the development of the internal combustion engine , originating the use of aluminium for pistons .",originate,Achieving_first,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"We believe , as did the Ancient Greeks who originated the word ‘ aristocracy ’ , that every man with the right attitude and talents , regardless of birth or riches , has a capacity of reaching … that status in its true sense . ’",originate,Achieving_first,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"And by the same token , there is no such thing as an author , that is to say , one who originates a work of fiction ab nihilo .",originate,Achieving_first,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,The agency originated no new creative work for the brands .,originate,Achieving_first,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"William Morris , drawn into politics by the Bulgarian Atrocities agitation , had originated the trend for middle-class intellectuals disillusioned with liberal foreign policy to place their faith in the workers .",originate,Achieving_first,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Waddell , a Professor of Tibetan at the University of London , believed that the Aryans were the bearers of culture and had originated all the main civilizations in history .",originate,Achieving_first,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"If Burun had originated the plot , it was possible that he felt some responsibility towards Sidacai .",originate,Achieving_first,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,The second generation thrombolytic agents are recombinant tissue plasminogen activator ( rt-PA ) and APSAC ( anistreplase ) .,agent,Active_substance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Currently available thrombolytic agents have several important limitations .,agent,Active_substance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,After any effective thrombolytic agent the patient is usually left with a patent vessel .,agent,Active_substance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"THE only surprise in the history of interferon is its meteoric rise to fame as a cancer cure , after its earlier promise as an anti-viral agent .",agent,Active_substance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,He conceded that high levels of pollution could have affected the dolphin 's defence mechanisms making them vulnerable to attack by an infectious agent .,agent,Active_substance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Very recently it has been shown that treating prediabetic mice ( that is , before they develop symptoms ) with various chemical agents , including insulin , will prevent diabetes from developing .",agent,Active_substance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Various pharmacological agents can modulate the IP 3 R but their actions are not particularly specific .,agent,Active_substance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Those patients at most risk when undergoing ERCP are the elderly , and previous workers have shown that age is a predisposing factor to hypoxia during ERCP when narcotic agents are used in conjunction with benzodiazepine sedation .",agent,Active_substance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Britain and America are worried enough to have produced enough serum to immunise their troops against anthrax , one of the biological agents he is most likely to have .",agent,Active_substance,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Biological agents provide promising alternatives , but we need to understand more about their modes of action .",agent,Active_substance,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"So , come , let 's be done with it ! """,done,Activity_done_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Faith was done with old-fashioned equipment ; we needed more equipment to do the water-crossings ahead .,done,Activity_done_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"I am done with you ; you may lead your lives as you wish . """,done,Activity_done_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"I 'll take the English car and be done with it . """,done,Activity_done_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Each day , when Tod and I are done with the Gazette , we take it back to the store .",done,Activity_done_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Lets wait and try to offset the amount we owe them with what they owe us - so I say wait until you get July and August done .,done,Activity_done_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"The Second Temple was finished in 515 b.c. , but much of the city still lay in ruins .",finished,Activity_done_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,When Miss Thorne finished working on the scene he heard his companions sigh with relief .,finish,Activity_finish,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"She had finished tea , and the tray was still at her side .",finish,Activity_finish,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Waiting and more waiting , thought Claudel as he finished breakfast .",finish,Activity_finish,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Then finish the vegetables .,finish,Activity_finish,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Sometimes called Scotland 's Disgrace , because it was never finished for lack of funds , this fragment of a memorial to the fallen in the Napoleonic War was intended to be a facsimile of the parthenon .",finish,Activity_finish,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"“ It 's the best … it 's the best , ” but he never finished .",finish,Activity_finish,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Are you all finished now ?,finish,Activity_finish,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"Malone finished strongly and were rewarded with a try by Stuart Hooks in the final minute which was converted by Bush , whose place kicking was impeccable .",finish,Activity_finish,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"However , Price finished strongly and snatched one five minutes from the end and came very close to forcing a replay .",finish,Activity_finish,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Although Pendero had finished strongly at Ascot , that was because it had been a truly run race and the leaders had finished tired .",finish,Activity_finish,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,“ I keep getting interrupted .,keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"John Surtees kept the British flag flying in 1964 , before Clark won his second title a year later .",keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"I kept expecting the teacher to praise her , but instead she suddenly cried out ,",keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"I kept saying to them all in my mind , ` You see ?",keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,I have a friend who owns an ST and he keeps telling me to sell my C64 .,keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Do n't keep painting over chipped or worn polish .,keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"He kept thinking of the girl in Mu Chua 's House of the Ninth Ecstasy ; the singsong girl , White Orchid , who had looked so much like Vesa .",keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"` I keep telling him people ca n't see him on the radio . """,keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,I kept my hands clasped tightly to avoid the habitual gesture of hiding myself from sight .,keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,I said after last Tuesday 's game that if we kept working our luck would turn .,keep,Activity_ongoing,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Under instructions from the Audit Commission , which oversees local-government finances , all councils suspended payments to the banks in November 1989 .",suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"The CSCE on July 8 suspended the membership of the rump Yugoslavia , consisting of Serbia and Montenegro , until Oct. 14 .",suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Business suspended , thought Richard .",suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Both countries suspended aid to the islands while the mercenaries were in control .,suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,THE United Nations suspended humanitarian aid operations in Bosnia-Herzegovina yesterday because of obstruction and interference by all three civil war factions .,suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"The majority of the hunger strikers suspended their action on Oct. 12 after Moshe Shahal , the Israeli Minister of Police and Communications , announced the establishment of a special investigative committee to look into their demands .",suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,The blackout extended to news of the war and the German advance on Paris ; newspapers suspended publication temporarily and crowds gathered round the official bulletins pasted on the walls as rumour raced round the city .,suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"BOSNIA 'S Muslim president yesterday suspended temporarily his participation in international peace talks in New York , saying he could not be involved as long as Serbs continued their offensive in eastern Bosnia and Sarajevo .",suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,The case was suspended indefinitely .,suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,The session was temporarily suspended .,suspend,Activity_pause,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"To prepare adequately for a marathon , I think you should allow 26 weeks if you are inexperienced and at least 12 weeks if you have run several .",prepare,Activity_prepare,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,You do not feel inhibited because you have n't prepared adequately or fear that other people might catch you out or ridicule you .,prepare,Activity_prepare,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,But I did n't prepare carefully enough .,prepare,Activity_prepare,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"The allegations broke on Tuesday as Jackson was preparing for the first of two concerts in Bangkok , the first stop in the Asian swing of his Dangerous world tour .",prepare,Activity_prepare,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"North Korea has not conducted a nuclear test , but in early May 2005 , press reports indicated that U.S. satellite imagery had detected signs that North Korea could be preparing for a nuclear test to be conducted in June .",prepare,Activity_prepare,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Many analysts now believe the talks are dead , and in early May 2005 there were reports that Washington and Tokyo were preparing to refer the issue to the UN Security Council .",prepare,Activity_prepare,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"`` Rhode Island is preparing itself for a major hurricane or other natural disaster , state and local officials testified at a field hearing of the Senate Homeland Security Committee Thursday , including establishing interoperable communications systems and community evacuation plans .",prepare,Activity_prepare,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,[ Mississippi ] National Guard Prepares For Hurricane Season [ and Chemical Terrorism ],prepare,Activity_prepare,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Paula_Zahn : Today President Bush unveiled a seven point one billion dollar plan to prepare for a possible flu pandemic .,prepare,Activity_prepare,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible , shouldering together the duty of Jihad and preparing the efficient duties during conflicts .",prepare,Activity_prepare,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,So you are now ready to go rabbiting .,ready,Activity_ready_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"He was worried about what the cell was planning , thought they were going too far and he was almost ready to come over . ''",ready,Activity_ready_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"He was mean of temper , ever ready for fisti-cuffs with all and sundry ; was fond of gambling on horses , dogs and cards ; would spend a lot of money drinking with his mates ; but would begrudge paying his small contribution to the upkeep of our home .",ready,Activity_ready_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"We are always ready to assist and advise in the development of video film for your products and company , where none is available .",ready,Activity_ready_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"` As you can see , I 'm not quite ready .",ready,Activity_ready_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"The knight must be ready to fight hard when his prince required it of him ; he must never desert ; nor must he refuse to fight for the common good ; and , above all , he must fight fearlessly .",ready,Activity_ready_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,I suggest you keep an eye on breeding pairs and be ready to move the female out if things get rough .,ready,Activity_ready_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Their pay levels are threatened as they become unable to control the supply of labour into their profession : there is always a ` reserve army '' of suitably qualified workers ready to step into their jobs .,ready,Activity_ready_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,After that we will be ready to look at specific policies in more detail .,ready,Activity_ready_state,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,"We were very , very angry and more than ready for a fight .",ready,Activity_ready_state,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,Aung San renewed his appeal to Nu to come in .,renew,Activity_resume,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"All sides of the distributive coal trade in Britain renew their plea made on behalf of their customers , to the Chancellor before the budget , not to create hardship by taxing warmth .",renew,Activity_resume,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,At the same time West German leaders renewed their pressure on the East German regime to follow Mikhail Gorbachev 's advice and bring in glasnost and perestroika .,renew,Activity_resume,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,At the end of November guerrillas renewed their attacks on the wealthy suburbs of Escalón and San Benito and fighting also took place on the flanks of the San Salvador and Guazapa volcanos outside the capital .,renew,Activity_resume,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"In the debate referred to , the senior judges renewed their attack .",renew,Activity_resume,Abandonment,False,wrong_frame_prediction
flan_t5_small,small_instruction_model,guided,The RSNC is using the report to renew demands on Environment Secretary Michael Heseltine for urgent action to curb the over-exploitation of rivers .,renew,Activity_resume,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,In May 1990 the government renewed protests to Romania about pollution in Ruse by chlorine gas from the neighbouring Romanian town of Giurgiu .,renew,Activity_resume,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"On these occasions Alison gave Franca some embarrassed or ` significant "" looks , but did not renew attempts to have a talk about the ` situation "" .",renew,Activity_resume,UNKNOWN,False,unknown_prediction
flan_t5_small,small_instruction_model,guided,"It would not be surprising if Malcolm renewed his efforts c.1016--18 , considering the likely state of England at the time , and Cnut could well have acted against him once free to do so .",renew,Activity_resume,UNKNOWN,False,unknown_prediction
